Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[12]     0.0    0.00    0.00    1051         operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [15]
[13]     0.0    0.00    0.00    1000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [13]
                0.00    0.00    1000/2140        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [11]
                0.00    0.00    1000/1051        operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00    1000/1000        std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [17]
[14]     0.0    0.00    0.00    1000         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [14]
                0.00    0.00    1000/1000        __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [19]
                0.00    0.00    1000/1000        __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [18]
                0.00    0.00    1000/1000        __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [20]
-----------------------------------------------
                0.00    0.00     140/1000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
                0.00    0.00     860/1000        std::vector<int, std::allocator<int> >::push_back(int const&) [16]
[15]     0.0    0.00    0.00    1000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [15]
                0.00    0.00    1000/2140        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [11]
                0.00    0.00    1000/1000        void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [13]
-----------------------------------------------
                0.00    0.00    1000/1000        AbrirArchivo(dato*) [131]
[16]     0.0    0.00    0.00    1000         std::vector<int, std::allocator<int> >::push_back(int const&) [16]
                0.00    0.00     860/1000        void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [15]
                0.00    0.00     140/140         std::vector<int, std::allocator<int> >::end() [46]
                0.00    0.00     140/140         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
-----------------------------------------------
                0.00    0.00    1000/1000        AbrirArchivo(dato*) [131]
[17]     0.0    0.00    0.00    1000         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [17]
                0.00    0.00    1000/1000        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [14]
-----------------------------------------------
                0.00    0.00    1000/1000        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [14]
[18]     0.0    0.00    0.00    1000         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [18]
-----------------------------------------------
                0.00    0.00    1000/1000        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [14]
[19]     0.0    0.00    0.00    1000         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [19]
-----------------------------------------------
                0.00    0.00    1000/1000        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [14]
[20]     0.0    0.00    0.00    1000         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [20]
-----------------------------------------------
                0.00    0.00      20/860         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [99]
                0.00    0.00     840/860         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [34]
[21]     0.0    0.00    0.00     860         int* std::__niter_base<int*>(int*) [21]
-----------------------------------------------
                0.00    0.00     280/560         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
                0.00    0.00     280/560         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [43]
[22]     0.0    0.00    0.00     560         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [22]
-----------------------------------------------
                0.00    0.00     160/440         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [37]
                0.00    0.00     280/440         __gnu_cxx::new_allocator<int>::max_size() const [28]
[23]     0.0    0.00    0.00     440         __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00      20/352         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [96]
                0.00    0.00      52/352         std::vector<int, std::allocator<int> >::~vector() [59]
                0.00    0.00     280/352         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[24]     0.0    0.00    0.00     352         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
-----------------------------------------------
                0.00    0.00      20/300         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [96]
                0.00    0.00     280/300         std::vector<int, std::allocator<int> >::max_size() const [29]
[25]     0.0    0.00    0.00     300         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [25]
-----------------------------------------------
                0.00    0.00      12/292         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [113]
                0.00    0.00     280/292         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [31]
[26]     0.0    0.00    0.00     292         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00     140/280         std::vector<int, std::allocator<int> >::end() [46]
                0.00    0.00     140/280         std::vector<int, std::allocator<int> >::begin() [47]
[27]     0.0    0.00    0.00     280         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [27]
-----------------------------------------------
                0.00    0.00     280/280         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [30]
[28]     0.0    0.00    0.00     280         __gnu_cxx::new_allocator<int>::max_size() const [28]
                0.00    0.00     280/440         __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [44]
[29]     0.0    0.00    0.00     280         std::vector<int, std::allocator<int> >::max_size() const [29]
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [31]
                0.00    0.00     280/300         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [25]
-----------------------------------------------
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [31]
[30]     0.0    0.00    0.00     280         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [30]
                0.00    0.00     280/280         __gnu_cxx::new_allocator<int>::max_size() const [28]
-----------------------------------------------
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::max_size() const [29]
[31]     0.0    0.00    0.00     280         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [31]
                0.00    0.00     280/280         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [30]
                0.00    0.00     280/292         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00     280/280         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[32]     0.0    0.00    0.00     280         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [32]
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [33]
-----------------------------------------------
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [32]
[33]     0.0    0.00    0.00     280         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [33]
                0.00    0.00     280/280         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [34]
-----------------------------------------------
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [33]
[34]     0.0    0.00    0.00     280         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [34]
                0.00    0.00     840/860         int* std::__niter_base<int*>(int*) [21]
                0.00    0.00     280/280         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [35]
-----------------------------------------------
                0.00    0.00     280/280         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [34]
[35]     0.0    0.00    0.00     280         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [35]
-----------------------------------------------
                0.00    0.00      52/192         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
                0.00    0.00     140/192         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[36]     0.0    0.00    0.00     192         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [36]
                0.00    0.00     141/141         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [42]
-----------------------------------------------
                0.00    0.00     160/160         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [39]
[37]     0.0    0.00    0.00     160         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [37]
                0.00    0.00     160/440         __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00      20/160         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [89]
                0.00    0.00     140/160         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[38]     0.0    0.00    0.00     160         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
                0.00    0.00     160/160         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [39]
-----------------------------------------------
                0.00    0.00     160/160         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
[39]     0.0    0.00    0.00     160         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [39]
                0.00    0.00     160/160         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [37]
-----------------------------------------------
                0.00    0.00       6/146         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [122]
                0.00    0.00     140/146         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [44]
[40]     0.0    0.00    0.00     146         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [40]
-----------------------------------------------
                0.00    0.00     141/141         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [42]
[41]     0.0    0.00    0.00     141         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00     141/141         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [36]
[42]     0.0    0.00    0.00     141         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [42]
                0.00    0.00     141/141         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00     140/140         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[43]     0.0    0.00    0.00     140         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [43]
                0.00    0.00     280/560         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [22]
-----------------------------------------------
                0.00    0.00     140/140         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[44]     0.0    0.00    0.00     140         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [44]
                0.00    0.00     560/3621        std::vector<int, std::allocator<int> >::size() const [10]
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::max_size() const [29]
                0.00    0.00     140/146         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [40]
-----------------------------------------------
                0.00    0.00     140/140         std::vector<int, std::allocator<int> >::push_back(int const&) [16]
[45]     0.0    0.00    0.00     140         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
                0.00    0.00     280/352         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00     280/560         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [22]
                0.00    0.00     280/280         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [32]
                0.00    0.00     140/140         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [44]
                0.00    0.00     140/140         std::vector<int, std::allocator<int> >::begin() [47]
                0.00    0.00     140/140         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [43]
                0.00    0.00     140/160         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
                0.00    0.00     140/2140        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [11]
                0.00    0.00     140/1000        void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [15]
                0.00    0.00     140/192         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [36]
-----------------------------------------------
                0.00    0.00     140/140         std::vector<int, std::allocator<int> >::push_back(int const&) [16]
[46]     0.0    0.00    0.00     140         std::vector<int, std::allocator<int> >::end() [46]
                0.00    0.00     140/280         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [27]
-----------------------------------------------
                0.00    0.00     140/140         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [45]
[47]     0.0    0.00    0.00     140         std::vector<int, std::allocator<int> >::begin() [47]
                0.00    0.00     140/280         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [27]
-----------------------------------------------
                0.00    0.00      20/113         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [141]
                0.00    0.00      31/113         void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [77]
                0.00    0.00      62/113         std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [117]
[48]     0.0    0.00    0.00     113         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [48]
-----------------------------------------------
                0.00    0.00      21/88          ValorMaxMinProm(dato*) [133]
                0.00    0.00      21/88          Decodificar(dato*) [130]
                0.00    0.00      22/88          GuardarArchivo(dato*) [132]
                0.00    0.00      24/88          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [122]
[49]     0.0    0.00    0.00      88         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [49]
-----------------------------------------------
                0.00    0.00      72/72          std::allocator<int>::~allocator() [51]
[50]     0.0    0.00    0.00      72         __gnu_cxx::new_allocator<int>::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00      20/72          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [96]
                0.00    0.00      52/72          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [57]
[51]     0.0    0.00    0.00      72         std::allocator<int>::~allocator() [51]
                0.00    0.00      72/72          __gnu_cxx::new_allocator<int>::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00      71/71          std::allocator<int>::allocator(std::allocator<int> const&) [53]
[52]     0.0    0.00    0.00      71         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [52]
-----------------------------------------------
                0.00    0.00      20/71          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [93]
                0.00    0.00      20/71          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
                0.00    0.00      31/71          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [71]
[53]     0.0    0.00    0.00      71         std::allocator<int>::allocator(std::allocator<int> const&) [53]
                0.00    0.00      71/71          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [52]
-----------------------------------------------
                0.00    0.00      62/62          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [71]
[54]     0.0    0.00    0.00      62         std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [54]
-----------------------------------------------
                0.00    0.00      31/62          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [75]
                0.00    0.00      31/62          void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [70]
[55]     0.0    0.00    0.00      62         std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [55]
-----------------------------------------------
                0.00    0.00      52/52          void std::_Destroy<int*>(int*, int*) [60]
[56]     0.0    0.00    0.00      52         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [56]
-----------------------------------------------
                0.00    0.00      52/52          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
[57]     0.0    0.00    0.00      52         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [57]
                0.00    0.00      52/72          std::allocator<int>::~allocator() [51]
-----------------------------------------------
                0.00    0.00      52/52          std::vector<int, std::allocator<int> >::~vector() [59]
[58]     0.0    0.00    0.00      52         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
                0.00    0.00      52/192         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [36]
                0.00    0.00      52/52          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [57]
-----------------------------------------------
                0.00    0.00       1/52          AbrirArchivo(dato*) [131]
                0.00    0.00      20/52          void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [105]
                0.00    0.00      31/52          void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [69]
[59]     0.0    0.00    0.00      52         std::vector<int, std::allocator<int> >::~vector() [59]
                0.00    0.00      52/352         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00      52/52          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
                0.00    0.00      52/52          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
-----------------------------------------------
                0.00    0.00      52/52          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
[60]     0.0    0.00    0.00      52         void std::_Destroy<int*>(int*, int*) [60]
                0.00    0.00      52/52          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [56]
-----------------------------------------------
                0.00    0.00      52/52          std::vector<int, std::allocator<int> >::~vector() [59]
[61]     0.0    0.00    0.00      52         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
                0.00    0.00      52/52          void std::_Destroy<int*>(int*, int*) [60]
-----------------------------------------------
                0.00    0.00       6/46          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [126]
                0.00    0.00      20/46          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [92]
                0.00    0.00      20/46          void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [80]
[62]     0.0    0.00    0.00      46         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [62]
-----------------------------------------------
                0.00    0.00      20/40          std::vector<int, std::allocator<int> >::begin() const [84]
                0.00    0.00      20/40          std::vector<int, std::allocator<int> >::end() const [83]
[63]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [63]
-----------------------------------------------
                0.00    0.00      40/40          int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [67]
[64]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [64]
-----------------------------------------------
                0.00    0.00      20/40          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [88]
                0.00    0.00      20/40          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
[65]     0.0    0.00    0.00      40         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [65]
-----------------------------------------------
                0.00    0.00      40/40          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [104]
[66]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [66]
-----------------------------------------------
                0.00    0.00      40/40          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [99]
[67]     0.0    0.00    0.00      40         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [67]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [64]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [116]
[68]     0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [68]
-----------------------------------------------
                0.00    0.00      31/31          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [74]
[69]     0.0    0.00    0.00      31         void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [69]
                0.00    0.00      31/52          std::vector<int, std::allocator<int> >::~vector() [59]
-----------------------------------------------
